Date,Close
1986-03-13,0.0972220003604888
1986-03-14,0.1006940007209778
1986-03-17,0.1024309992790222
1986-03-18,0.0998260006308555
1986-03-19,0.0980900004506111
1986-03-20,0.0954860001802444
1986-03-21,0.0928819999098777
1986-03-24,0.0902779996395111
1986-03-25,0.0920139998197555
1986-03-26,0.0946180000901222
1986-03-27,0.0963540002703666
1986-03-31,0.0954860001802444
1986-04-01,0.0946180000901222
1986-04-02,0.0954860001802444
1986-04-03,0.0963540002703666
1986-04-04,0.0963540002703666
1986-04-07,0.0946180000901222
1986-04-08,0.0954860001802444
1986-04-09,0.0972220003604888
1986-04-10,0.0980900004506111
1986-04-11,0.0998260006308555
1986-04-14,0.1006940007209778
1986-04-15,0.1006940007209778
1986-04-16,0.1041669994592667
1986-04-17,0.1050349995493889
1986-04-18,0.1015629991889
1986-04-21,0.1015629991889
1986-04-22,0.0998260006308555
1986-04-23,0.1002599969506264
1986-04-24,0.1102430000901222
1986-04-25,0.1171879991889
1986-04-28,0.11718849837780018
1986-04-29,0.1145830005407333
1986-04-30,0.1119790002703667
1986-05-01,0.1102430000901222
1986-05-02,0.1102430000901222
1986-05-05,0.109375
1986-05-06,0.1102430000901222
1986-05-07,0.1102430000901222
1986-05-08,0.1111110001802444
1986-05-09,0.1102430000901222
1986-05-12,0.1111110001802444
1986-05-13,0.1119790002703667
1986-05-14,0.1111110001802444
1986-05-15,0.1111110001802444
1986-05-16,0.1119790002703667
1986-05-19,0.1102430000901222
1986-05-20,0.109375
1986-05-21,0.10894099995493889
1986-05-22,0.10894099995493889
1986-05-23,0.10894099995493889
1986-05-27,0.1111110001802444
1986-05-28,0.11241300031542772
1986-05-29,0.11241300031542772
1986-05-30,0.11241300031542772
1986-06-02,0.1180559992790222
1986-06-03,0.1180559992790222
1986-06-04,0.1171879991889
1986-06-05,0.1189239993691444
1986-06-06,0.1189239993691444
1986-06-09,0.1137150004506111
1986-06-10,0.1137150004506111
1986-06-11,0.1137150004506111
1986-06-12,0.109375
1986-06-13,0.109375
1986-06-16,0.1085069999098778
1986-06-17,0.1102430000901222
1986-06-18,0.109375
1986-06-19,0.1085069999098778
1986-06-20,0.1089410036802292
1986-06-23,0.1102430000901222
1986-06-24,0.109375
1986-06-25,0.1076389998197556
1986-06-26,0.1041669994592667
1986-06-27,0.1032989993691444
1986-06-30,0.1067709997296333
1986-07-01,0.1067709997296333
1986-07-02,0.1067709997296333
1986-07-03,0.1085069999098778
1986-07-07,0.1041669994592667
1986-07-08,0.1015629991889
1986-07-09,0.0972220003604888
1986-07-10,0.0946180000901222
1986-07-11,0.0972220003604888
1986-07-14,0.0959199965000152
1986-07-15,0.0972220003604888
1986-07-16,0.1006940007209778
1986-07-17,0.1024309992790222
1986-07-18,0.1032989993691444
1986-07-21,0.1032989993691444
1986-07-22,0.1067709997296333
1986-07-23,0.1041669994592667
1986-07-24,0.1076389998197556
1986-07-25,0.1085069999098778
1986-07-28,0.1059029996395111
1986-07-29,0.1032989993691444
1986-07-30,0.0998260006308555
1986-07-31,0.0989580005407333
1986-08-01,0.0980900004506111
1986-08-04,0.0980900004506111
1986-08-05,0.0972220003604888
1986-08-06,0.0963540002703666
1986-08-07,0.0954860001802444
1986-08-08,0.0963540002703666
1986-08-11,0.0998260006308555
1986-08-12,0.1024309992790222
1986-08-13,0.1032989993691444
1986-08-14,0.1059029996395111
1986-08-15,0.1063370034098625
1986-08-18,0.1050349995493889
1986-08-19,0.1050349995493889
1986-08-20,0.1041669994592667
1986-08-21,0.1041669994592667
1986-08-22,0.1024309992790222
1986-08-25,0.1024309992790222
1986-08-26,0.1015629991889
1986-08-27,0.1015629991889
1986-08-28,0.1015629991889
1986-08-29,0.0989580005407333
1986-09-02,0.0963540002703666
1986-09-03,0.09461650252342216
1986-09-04,0.1015629991889
1986-09-05,0.1059029996395111
1986-09-08,0.1050349995493889
1986-09-09,0.1067709997296333
1986-09-10,0.1050349995493889
1986-09-11,0.1006940007209778
1986-09-12,0.0980900004506111
1986-09-15,0.0998260006308555
1986-09-16,0.0998260006308555
1986-09-17,0.1024309992790222
1986-09-18,0.1032989993691444
1986-09-19,0.1032989993691444
1986-09-22,0.1024309992790222
1986-09-23,0.1041669994592667
